"date","geography","geography code","Rural Urban","Sex: All persons; Industry: All categories: Industry; measures: Value","Sex: All persons; Industry: A Agriculture, forestry and fishing; measures: Value","Sex: All persons; Industry: B Mining and quarrying; measures: Value","Sex: All persons; Industry: C Manufacturing; measures: Value","Sex: All persons; Industry: D Electricity, gas, steam and air conditioning supply ; measures: Value","Sex: All persons; Industry: E Water supply; sewerage, waste management and remediation activities; measures: Value","Sex: All persons; Industry: F Construction; measures: Value","Sex: All persons; Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Sex: All persons; Industry: H Transport and storage; measures: Value","Sex: All persons; Industry: I Accommodation and food service activities; measures: Value","Sex: All persons; Industry: J Information and communication; measures: Value","Sex: All persons; Industry: K Financial and insurance activities; measures: Value","Sex: All persons; Industry: L Real estate activities; measures: Value","Sex: All persons; Industry: M Professional, scientific and technical activities; measures: Value","Sex: All persons; Industry: N Administrative and support service activities; measures: Value","Sex: All persons; Industry: O Public administration and defence; compulsory social security; measures: Value","Sex: All persons; Industry: P Education; measures: Value","Sex: All persons; Industry: Q Human health and social work activities; measures: Value","Sex: All persons; Industry: R, S, T, U Other; measures: Value","Sex: Males; Industry: All categories: Industry; measures: Value","Sex: Males; Industry: A Agriculture, forestry and fishing; measures: Value","Sex: Males; Industry: B Mining and quarrying; measures: Value","Sex: Males; Industry: C Manufacturing; measures: Value","Sex: Males; Industry: D Electricity, gas, steam and air conditioning supply ; measures: Value","Sex: Males; Industry: E Water supply; sewerage, waste management and remediation activities; measures: Value","Sex: Males; Industry: F Construction; measures: Value","Sex: Males; Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Sex: Males; Industry: H Transport and storage; measures: Value","Sex: Males; Industry: I Accommodation and food service activities; measures: Value","Sex: Males; Industry: J Information and communication; measures: Value","Sex: Males; Industry: K Financial and insurance activities; measures: Value","Sex: Males; Industry: L Real estate activities; measures: Value","Sex: Males; Industry: M Professional, scientific and technical activities; measures: Value","Sex: Males; Industry: N Administrative and support service activities; measures: Value","Sex: Males; Industry: O Public administration and defence; compulsory social security; measures: Value","Sex: Males; Industry: P Education; measures: Value","Sex: Males; Industry: Q Human health and social work activities; measures: Value","Sex: Males; Industry: R, S, T, U Other; measures: Value","Sex: Females; Industry: All categories: Industry; measures: Value","Sex: Females; Industry: A Agriculture, forestry and fishing; measures: Value","Sex: Females; Industry: B Mining and quarrying; measures: Value","Sex: Females; Industry: C Manufacturing; measures: Value","Sex: Females; Industry: D Electricity, gas, steam and air conditioning supply ; measures: Value","Sex: Females; Industry: E Water supply; sewerage, waste management and remediation activities; measures: Value","Sex: Females; Industry: F Construction; measures: Value","Sex: Females; Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Sex: Females; Industry: H Transport and storage; measures: Value","Sex: Females; Industry: I Accommodation and food service activities; measures: Value","Sex: Females; Industry: J Information and communication; measures: Value","Sex: Females; Industry: K Financial and insurance activities; measures: Value","Sex: Females; Industry: L Real estate activities; measures: Value","Sex: Females; Industry: M Professional, scientific and technical activities; measures: Value","Sex: Females; Industry: N Administrative and support service activities; measures: Value","Sex: Females; Industry: O Public administration and defence; compulsory social security; measures: Value","Sex: Females; Industry: P Education; measures: Value","Sex: Females; Industry: Q Human health and social work activities; measures: Value","Sex: Females; Industry: R, S, T, U Other; measures: Value"
"2011","Mendip","E07000187","Total",53845,1444,428,5511,116,445,4734,9297,2089,3372,1876,1068,702,3147,2183,2559,6214,5871,2789,28097,1071,372,3960,109,366,4204,4590,1665,1307,1369,519,289,1648,1249,1473,1737,1055,1114,25748,373,56,1551,7,79,530,4707,424,2065,507,549,413,1499,934,1086,4477,4816,1675
"2011","Sedgemoor","E07000188","Total",54540,1053,87,6058,824,660,5010,10502,2407,3370,1109,1100,585,2695,2250,2788,5135,6538,2369,28870,748,74,4557,708,538,4483,5581,1887,1372,833,511,268,1357,1269,1398,1252,1098,936,25670,305,13,1501,116,122,527,4921,520,1998,276,589,317,1338,981,1390,3883,5440,1433
"2011","South Somerset","E07000189","Total",78771,2114,77,12543,210,467,6460,13607,2725,3760,1762,1128,961,3758,3118,5739,7038,9565,3739,42308,1549,68,9451,187,385,5742,6883,2174,1486,1275,488,402,1894,1776,3902,1715,1488,1443,36463,565,9,3092,23,82,718,6724,551,2274,487,640,559,1864,1342,1837,5323,8077,2296
"2011","Taunton Deane","E07000190","Total",54244,947,37,4046,367,515,4012,9313,1770,2556,1224,1233,636,3232,2264,4762,5401,9520,2409,28004,673,33,2988,330,414,3594,4993,1479,1144,913,617,295,1797,1325,2732,1534,2144,999,26240,274,4,1058,37,101,418,4320,291,1412,311,616,341,1435,939,2030,3867,7376,1410
"2011","West Somerset","E07000191","Total",15355,862,17,966,164,126,1146,2349,455,2223,256,229,243,663,723,624,1371,1989,949,8055,614,16,723,150,108,1042,1193,377,1105,170,113,127,338,463,333,359,362,462,7300,248,1,243,14,18,104,1156,78,1118,86,116,116,325,260,291,1012,1627,487
"2011","Isle of Anglesey","W06000001","Total",30431,932,62,2335,896,278,2687,4380,1597,2086,467,336,333,1091,978,2754,3401,4553,1265,16061,755,56,1889,717,247,2463,2206,1195,780,313,129,149,597,578,1589,983,892,523,14370,177,6,446,179,31,224,2174,402,1306,154,207,184,494,400,1165,2418,3661,742
"2011","Gwynedd","W06000002","Total",53961,1868,250,3150,581,584,5185,7812,1833,5300,1063,612,623,1977,1882,3465,6818,7922,3036,28391,1498,229,2403,486,502,4704,4045,1521,2354,726,246,295,1110,1084,1765,2127,1777,1519,25570,370,21,747,95,82,481,3767,312,2946,337,366,328,867,798,1700,4691,6145,1517
"2011","Conwy","W06000003","Total",50093,1041,132,2453,297,380,4105,8505,1849,4945,949,928,729,2315,1866,3560,5132,8368,2539,25780,838,119,1926,265,320,3705,4378,1527,2374,701,437,334,1317,1146,1840,1495,1907,1151,24313,203,13,527,32,60,400,4127,322,2571,248,491,395,998,720,1720,3637,6461,1388
"2011","Denbighshire","W06000004","Total",41156,962,69,3737,239,288,3482,5936,1592,2849,714,751,580,1694,1520,2733,4104,7850,2056,21194,764,61,2966,214,255,3153,3144,1319,1247,514,326,260,930,913,1356,1035,1855,882,19962,198,8,771,25,33,329,2792,273,1602,200,425,320,764,607,1377,3069,5995,1174
"2011","Flintshire","W06000005","Total",74049,685,177,14013,496,775,5675,12053,3015,3849,1424,2949,669,3368,3258,4235,6374,8206,2828,38941,525,158,11021,385,616,4945,5584,2388,1584,965,1125,275,1729,1727,1961,1605,1290,1058,35108,160,19,2992,111,159,730,6469,627,2265,459,1824,394,1639,1531,2274,4769,6916,1770
"2011","Wrexham","W06000006","Total",63614,829,67,11643,543,586,4379,9647,2725,3108,1163,1779,543,2475,2802,3843,5637,9264,2581,33532,617,61,8923,319,476,3971,4834,2240,1309,800,810,258,1320,1559,1808,1496,1729,1002,30082,212,6,2720,224,110,408,4813,485,1799,363,969,285,1155,1243,2035,4141,7535,1579
"2011","Powys","W06000023","Total",63653,5517,265,5814,271,575,5942,9593,2203,4088,1132,911,753,2825,2300,4305,5871,8266,3022,33893,4138,249,4234,244,467,5432,5084,1746,1502,799,338,318,1381,1286,2214,1588,1594,1279,29760,1379,16,1580,27,108,510,4509,457,2586,333,573,435,1444,1014,2091,4283,6672,1743
"2011","Ceredigion","W06000008","Total",32446,2316,56,1695,135,229,2761,4795,996,2690,550,379,370,1440,968,1831,4998,4315,1922,17127,1694,49,1234,123,198,2505,2621,831,1161,381,164,179,735,539,947,1848,1009,909,15319,622,7,461,12,31,256,2174,165,1529,169,215,191,705,429,884,3150,3306,1013
"2011","Pembrokeshire","W06000009","Total",54217,2535,248,4116,406,389,5805,8513,2194,4702,666,685,634,2235,1959,4010,5037,7289,2794,28642,1861,218,3346,361,340,5346,4078,1780,1910,470,250,245,1099,1131,2289,1198,1532,1188,25575,674,30,770,45,49,459,4435,414,2792,196,435,389,1136,828,1721,3839,5757,1606
"2011","Carmarthenshire","W06000010","Total",80680,3338,218,7021,373,691,7223,13411,3096,4304,1357,1567,888,2915,2646,7311,8447,12524,3350,41938,2362,212,5463,330,612,6585,6904,2535,1656,968,642,340,1540,1564,3655,2254,2856,1460,38742,976,6,1558,43,79,638,6507,561,2648,389,925,548,1375,1082,3656,6193,9668,1890
"2011","Swansea","W06000011","Total",102793,401,142,7389,404,785,7360,17486,4158,6873,3045,3539,1370,4269,4142,9736,11338,15621,4735,53508,313,131,6044,359,687,6687,8932,3454,3266,2208,1620,564,2300,2358,4710,3808,3869,2198,49285,88,11,1345,45,98,673,8554,704,3607,837,1919,806,1969,1784,5026,7530,11752,2537
"2011","Neath Port Talbot","W06000012","Total",58980,207,420,8534,332,589,5088,8652,2435,2783,1074,1825,706,1872,2378,5768,5098,8672,2547,31033,159,401,7132,280,503,4622,4116,2011,1024,774,677,292,979,1406,2626,1361,1598,1072,27947,48,19,1402,52,86,466,4536,424,1759,300,1148,414,893,972,3142,3737,7074,1475
"2011","Bridgend","W06000013","Total",61259,250,158,8176,386,698,5138,9833,2359,3382,1317,1924,629,2155,2463,5463,5466,8900,2562,32157,186,149,6433,321,557,4597,4790,1936,1347,993,808,274,1215,1476,2665,1433,1858,1119,29102,64,9,1743,65,141,541,5043,423,2035,324,1116,355,940,987,2798,4033,7042,1443
"2011","Vale of Glamorgan","W06000014","Total",58978,402,80,4145,676,296,4424,8630,2811,3058,1575,2528,829,3477,2487,5747,6442,8567,2804,30655,299,72,3344,483,238,3820,4401,2222,1474,1157,1228,352,1910,1409,3334,1777,1843,1292,28323,103,8,801,193,58,604,4229,589,1584,418,1300,477,1567,1078,2413,4665,6724,1512
"2011","Cardiff","W06000015","Total",159614,132,75,8651,1997,1122,9274,23982,5419,11512,6470,8471,2301,10270,6766,12508,18969,22816,8879,82702,98,65,6664,1208,873,8033,12474,4564,5951,4479,4413,1058,5624,3852,6357,6462,6271,4256,76912,34,10,1987,789,249,1241,11508,855,5561,1991,4058,1243,4646,2914,6151,12507,16545,4623
"2011","Rhondda Cynon Taff","W06000016","Total",99327,223,335,12477,856,1096,10317,14910,3877,4968,1750,2957,1114,3313,4058,7613,10040,15261,4162,51755,167,323,9652,574,891,9364,7411,3212,1857,1230,1314,513,1740,2338,3664,2725,3017,1763,47572,56,12,2825,282,205,953,7499,665,3111,520,1643,601,1573,1720,3949,7315,12244,2399
"2011","Merthyr Tydfil","W06000024","Total",25099,38,94,3435,149,311,2314,3966,882,1221,567,523,304,715,1176,2163,2083,4211,947,13036,29,92,2614,108,250,2144,1888,741,449,366,239,163,329,628,1097,599,882,418,12063,9,2,821,41,61,170,2078,141,772,201,284,141,386,548,1066,1484,3329,529
"2011","Caerphilly","W06000018","Total",77488,199,140,12546,659,1028,6636,11699,3024,3399,1476,2716,837,2928,3474,7086,7073,9629,2939,40618,151,134,9359,455,784,5959,6009,2521,1261,1044,1061,364,1434,1859,3350,1893,1759,1221,36870,48,6,3187,204,244,677,5690,503,2138,432,1655,473,1494,1615,3736,5180,7870,1718
"2011","Blaenau Gwent","W06000019","Total",28291,84,76,5675,165,421,2243,4290,1090,1301,294,470,325,567,1106,1992,2231,4904,1057,14866,62,75,4321,139,385,2071,1949,936,531,207,190,157,263,648,952,576,978,426,13425,22,1,1354,26,36,172,2341,154,770,87,280,168,304,458,1040,1655,3926,631
"2011","Torfaen","W06000020","Total",40261,115,30,5840,299,355,3536,6388,1631,1842,743,1203,855,1271,1617,3923,3571,5446,1596,20858,80,30,4510,244,299,3165,3247,1326,676,546,483,398,625,980,1759,913,983,594,19403,35,0,1330,55,56,371,3141,305,1166,197,720,457,646,637,2164,2658,4463,1002
"2011","Monmouthshire","W06000021","Total",42817,1216,40,4041,241,343,3249,6916,1512,2410,1356,1359,664,2695,1615,3138,4409,5636,1977,22640,874,35,3185,199,281,2798,3695,1196,982,966,660,307,1537,986,1743,1216,1176,804,20177,342,5,856,42,62,451,3221,316,1428,390,699,357,1158,629,1395,3193,4460,1173
"2011","Newport","W06000022","Total",64408,207,42,6865,502,583,4470,11157,2924,4237,1852,3218,984,2749,2905,4980,5325,9006,2402,33633,151,37,5546,348,482,3869,5911,2446,1911,1294,1383,436,1475,1654,2345,1409,1879,1057,30775,56,5,1319,154,101,601,5246,478,2326,558,1835,548,1274,1251,2635,3916,7127,1345
